Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
211677,2019-04-18 07:46:22,3564182536169293,fraud_Smitham-Schiller,grocery_net,38.91,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),1962-03-04,010ca8ce88d9aeca6024cc0981c55b34,1334735182,40.923159000000005,-82.10799499999999,0
989323,2020-02-08 04:54:04,3560797065840735,fraud_Rutherford-Mertz,grocery_pos,87.82,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,45d9a6dee995dda3f87c18891b1c6183,1360299244,46.756829,-102.012687,0
1195834,2020-05-14 19:39:55,630441765090,"fraud_Denesik, Powlowski and Pouros",home,65.81,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,96b5d1f0deedf185d48705b658eb0496,1368560395,31.533167,-98.911249,0
939168,2020-01-09 18:37:28,6011552879910390,fraud_Stark-Koss,home,85.68,Robert,Long,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05,ef426e3a55f759c862c1969066cff2c5,1357756648,42.003532,-111.086596,0
863781,2019-12-18 12:56:57,4839615922685395,fraud_Hammes-Beatty,kids_pets,23.37,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1955-05-06,7f1a4590ab484d8f2beeb8397620c66e,1355835417,38.422561,-87.262068,0
1170672,2020-05-03 23:12:34,6592861994408652,fraud_Schiller Ltd,personal_care,8.32,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,f001aef7a180a08d7bba916cea4384a5,1367622754,42.435124,-77.53565,0
1088955,2020-03-29 02:33:48,38052002992326,"fraud_Stroman, Hudson and Erdman",gas_transport,53.3,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,3f43e646c04cad207f764378a7885f68,1364524428,30.175927,-95.942827,0
724185,2019-11-04 23:31:19,30428204673351,fraud_Brown Inc,kids_pets,60.27,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1982-07-02,2cc1edcd9b35e6b99cd29f81a4fff0d8,1352071879,39.673957,-76.219696,0
438112,2019-07-14 17:22:22,6592074504369261,fraud_Tillman LLC,travel,46.59,Amanda,Molina,F,8425 Daniel Knolls Suite 288,Philadelphia,PA,19154,40.0897,-74.9781,1526206,Commercial horticulturist,1972-05-23,902bc25c5e7c3dc0f9e7af80a421abe4,1342286542,39.659847,-75.538028,0
424226,2019-07-09 10:31:16,345832460465610,fraud_Friesen-Stamm,gas_transport,42.93,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1950-11-20,7c7bc428b3dd1ba6ab9dcf944ce84e25,1341829876,39.183166,-76.814048,0
503218,2019-08-06 10:06:56,376028110684021,"fraud_Rowe, Batz and Goodwin",grocery_pos,110.71,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,527855e178f9264641d4dabcce633a31,1344247616,40.369249,-92.363018,0
798878,2019-12-03 21:53:55,30033162392091,fraud_Kuhn Group,food_dining,60.22,Kevin,Summers,M,7302 Samantha Mission,Carroll,NE,68723,42.277,-97.1926,566,Metallurgist,1975-01-26,7694bc8cf33b4ad88c3a08adb8f99e31,1354571635,42.853361,-96.268971,0
87261,2019-02-20 22:44:35,180072527505094,fraud_Hilpert-Conroy,kids_pets,125.93,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,1953-12-08,6d438f798e19072c9b1afe2ef9e0711e,1329777875,36.188494,-80.122798,0
154053,2019-03-23 21:39:35,3567697931646329,"fraud_Berge, Kautzer and Harris",personal_care,35.23,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,f10f7d62e6e4eb34586db2dec43a8460,1332538775,41.988285,-72.875596,0
909433,2019-12-28 23:30:55,180031190491743,fraud_Conroy Ltd,shopping_pos,20.65,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,c801dc3f1275d7a6e2c37bb72debaed4,1356737455,29.730741,-87.23696600000001,0
201643,2019-04-13 21:55:52,2248348993063230,"fraud_Windler, Goodwin and Kovacek",home,6.12,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,3112e630c3cc55c3e2b0034f64f91128,1334354152,40.465305,-81.653707,0
661727,2019-10-08 19:56:13,4998109455173950,fraud_Schiller Ltd,personal_care,72.64,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,643c384c91cf299439613042524521d6,1349726173,38.824988,-94.284545,0
626177,2019-09-23 04:52:18,370612217861404,fraud_Smitham-Boehm,grocery_net,40.29,Amanda,Fitzgerald,F,298 Kayla Lights,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",1985-05-25,f2a1147df40858b87928475d1f9bd492,1348375938,39.937090999999995,-74.107694,0
951073,2020-01-16 15:54:27,3560318482131952,"fraud_Zemlak, Tillman and Cremin",personal_care,146.0,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,08afa5cac5b86e2fff45812fbd52bbff,1358351667,33.62293,-87.75820300000001,0
926256,2020-01-02 02:26:21,4981132848794,fraud_Torp-Labadie,gas_transport,92.62,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,af6d0695a97c4cc005e8a40a50a431ff,1357093581,40.583745,-81.420234,0
1153605,2020-04-26 13:11:52,4810789809665942990,"fraud_O'Connell, Botsford and Hand",home,3.81,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,78bb18cf34aabd8345d1d8688366eecb,1366981912,40.196118,-83.192131,0
596258,2019-09-09 19:20:48,213186334552049,fraud_Turcotte-Halvorson,misc_pos,7.08,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,1972-09-13,0d22092164fef3a34cc63c06f9a49e73,1347218448,42.504883,-79.212579,0
978790,2020-02-01 20:36:24,3575789281659026,"fraud_Reichert, Rowe and Mraz",shopping_net,3.99,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,a859b5c089231295e3134af53a20ff9b,1359750984,37.974098,-94.706842,0
419607,2019-07-07 23:10:35,342360239917375,fraud_Bradtke PLC,grocery_pos,333.91,Gabriella,Jordan,F,1299 Joshua Plains,Howes Cave,NY,12092,42.7045,-74.3648,1304,Jewellery designer,1970-06-09,e8e6245b20e02a6c908f62b4c0cefd09,1341702635,43.596219,-74.07027,1
583564,2019-09-04 13:52:15,30434173205605,"fraud_Durgan, Gislason and Spencer",home,18.24,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,04bb36077ccbc45413e0bc1eb2684e2a,1346766735,44.55122,-123.998594,0
1182797,2020-05-09 10:28:44,30357372465631,fraud_Mohr-Bayer,shopping_net,6.32,John,Nichols,M,00821 Joanna Meadow,Dalton,WI,53926,43.6718,-89.1918,1628,Civil Service fast streamer,1967-09-30,ef156ed77c9fcf9d3e1adae49ab00ba7,1368095324,43.080135,-89.766802,0
1030724,2020-03-03 00:21:32,3531129874770000,fraud_Keeling-Crist,misc_pos,116.89,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,aff3549ceba0835fbef26e8d0f8d9448,1362270092,43.643107,-73.868238,0
608126,2019-09-15 14:46:19,630441765090,fraud_Kuphal-Toy,food_dining,4.38,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,87c0a7128566d27acdc86f0adea98d45,1347720379,31.806163,-98.306278,0
140981,2019-03-17 19:42:49,3504178999463051,fraud_Gaylord-Powlowski,home,49.77,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",1992-07-23,d32300275422b89aa68d081f2905b9dc,1332013369,39.840195,-83.574939,0
190359,2019-04-08 10:25:52,4178097073221156,fraud_Kuhic Inc,grocery_pos,191.79,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",1981-03-29,79a04c868e4275864426b6803df57192,1333880752,41.671989,-86.541888,0
780069,2019-11-30 09:29:49,4512828414983801773,fraud_Schmitt Inc,gas_transport,61.96,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,64528575fb13f1060b0ad85b66acb0e6,1354267789,39.334134000000006,-79.829406,0
726255,2019-11-06 09:08:08,3560318482131952,fraud_Douglas-White,entertainment,10.38,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,3d9adb3be31e3a24c97c966330cbb5c8,1352192888,34.768402,-86.602612,0
632348,2019-09-26 06:52:49,2720894374956739,fraud_Pouros-Haag,shopping_pos,5.49,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",1927-05-25,db1ba43930035fd65bcf1b1746b0e8bd,1348642369,43.24146,-82.671098,0
